,sample_idx,src_text,reference_fr,base_pred,ft_pred,bleu_base,bleu_ft
898,898,"In the case of a company with only mutual policyholders, the converting company would have to submit an application to the Superintendent for authorization to send eligible policyholders notice of a special meeting to approve the conversion proposal within one year of passing the resolution to propose conversion.",Les sociétés comptant uniquement des souscripteurs de polices mutuelles devront demander au surintendant l'autorisation d'envoyer l'avis d'assemblée extraordinaire aux souscripteurs de police admissibles en vue de faire approuver la proposition de transformation dans l'année suivant l'adoption de la résolution visant le projet de transformation.,"Dans le cas d'une société ne comptant que des souscripteurs mutuels, la société de conversion devrait présenter au surintendant une demande d'autorisation d'envoyer au souscripteur admissible un avis d'une assemblée spéciale pour approuver la proposition de conversion dans l'année suivant l'adoption de la résolution de proposer la conversion.","Dans le cas d'une société ne comptant que des souscripteurs mutuels, la société de conversion devrait présenter au surintendant une demande d'autorisation d'envoyer au souscripteur admissible un avis d'une assemblée spéciale pour approuver la proposition de conversion dans l'année suivant l'adoption de la résolution de proposer la conversion.",19.556616126087345,19.556616126087345
899,899,"Grade 3 and 4 neutropenia was seen in 7.5% and 2.7% of patients, respectively, and grade 3 thrombocytopenia in 0.7% of patients.","Des neutropénies de grade 3 ou 4 ont été rapportées respectivement 7,5% et 2,7% chez des patients et une thrombopénie de grade 3 chez 0,7% des patients.","Une neutropénie de grade 3 et 4 a été observée chez respectivement 7,5 % et 2,7 % des patients et une thrombocytopénie de grade 3 chez 0,7 % des patients.","Une neutropénie de grade 3 et 4 a été observée chez respectivement 7,5 % et 2,7 % des patients et une thrombocytopénie de grade 3 chez 0,7 % des patients.",53.74343154650155,53.74343154650155
900,900,"HI, DAPHNE.","Salut, Daphné.","Bonjour, Daphne.","Bonjour, Daphne.",18.99589214128981,18.99589214128981
901,901,"Oxirane, decyl-, polymer with oxirane, monomethyl ether (17 mol EO, 1 mol decyl oxirane, average molar ratios)","Éther monométhylique du polymère de décyloxiranne et d'oxiranne (17 moles EO et 1 mole décyloxiranne, rapports molaires moyens)","Oxirane, decyl-, polymère avec oxirane, éther monométhylique (17 mol EO, 1 mol decyl oxirane, rapports molaires moyens)","Oxirane, decyl-, polymère avec l'oxirane, l'éther monométhyléther (17 mol EO, 1 mol decyl oxirane, rapports molaires moyens)",18.966326460811967,18.519747038795867
902,902,This is insane!,C'est fou !,C'est de la folie !,C'est dingue !,12.703318703865365,0.0
903,903,"The Government of Namibia reiterates its strong support for the efforts of Ambassador Robert R. Fowler, Chairman of the Security Council Committee established pursuant to resolution 864 (1993) concerning the situation in Angola.","Le Gouvernement namibien réaffirme son ferme appui aux efforts déployés par M. Robert R. Fowler, Président du Comité du Conseil de sécurité créé par la résolution 864 (1993) concernant la situation en Angola.","Le Gouvernement namibien réitère son ferme appui aux efforts déployés par l ' Ambassadeur Robert R. Fowler, Président du Comité du Conseil de sécurité créé par la résolution 864 (1993) concernant la situation en Angola.","Le Gouvernement namibien réaffirme son ferme appui aux efforts déployés par l'Ambassadeur Robert R. Fowler, Président du Comité du Conseil de sécurité créé par la résolution 864 (1993) concernant la situation en Angola.",81.38565913069756,90.57713548256156
904,904,I'm gonna do you the goddamn common courtesy of pretending I didn't hear that shit come out of your mouth.,je vais te faire la politesse de prétendre que je n'ai pas entendu ces conneries sortir de ta bouche,Je vais te faire la courtoisie de prétendre que je n'ai pas entendu cette merde sortir de ta bouche.,Je vais te faire la gentillesse de prétendre que je n'ai pas entendu cette merde sortir de ta bouche.,53.7700339214563,53.7700339214563
905,905,"The slap was for ""big"".","La gifle, c'était pour la grosse.","La gifle était pour ""gros"".","La gifle était pour ""gros"".",13.134549472120788,13.134549472120788
906,906,"4.5.5 In conclusion, the Review and Improvement element of the ISO 14001 standard is being complied with by the department as evidenced by various audit reports prepared and subsequent follow up action undertaken.","4.5.5 En conclusion, le Ministère se conforme à l'élément Examen et amélioration de la norme ISO 14001, comme en témoignent les divers rapports de vérification préparés ainsi que les mesures de suivi adoptées par la suite.","4.5.5 En conclusion, l'élément Examen et amélioration de la norme ISO 14001 est respecté par le Ministère, comme en témoignent les divers rapports de vérification préparés et les mesures de suivi prises par la suite.","4.5.5 En conclusion, l'élément Examen et amélioration de la norme ISO 14001 est respecté par le Ministère, comme en font foi divers rapports de vérification préparés et les mesures de suivi subséquentes prises.",62.450580083401135,46.38687123155808
907,907,Mother will love it up here!,Comme maman s'y plaira !,Maman va adorer ici !,Maman va adorer ici !,10.682175159905848,10.682175159905848
908,908,"These general orientations shall be without prejudice to the primary objective of the European System of Central Banks, to maintain price stability.","Ces orientations générales n'affectent pas l'objectif principal du Système européen de banques centrales, à savoir le maintien de la stabilité des prix.","Ces orientations générales sont sans préjudice de l'objectif principal du Système européen de banques centrales, à savoir maintenir la stabilité des prix.","Ces orientations générales sont sans préjudice de l'objectif principal du Système européen de banques centrales, à savoir maintenir la stabilité des prix.",63.55183125619188,63.55183125619188
909,909,"For instance, in the UK, their management tasks are to safeguard life and to reduce or remove the hazard using a variety of safety equipment, clothing and machinery.","Royaume-Uni, par exemple, leur fonction est de sauvegarder la vie des êtres humains et d'amoindrir ou d'éliminer le danger grâce à divers équipements de sécurité, vêtements, et appareils.","Par exemple, au Royaume-Uni, leurs tâches de gestion consistent à préserver la vie et à réduire ou à éliminer le danger au moyen de divers équipements, vêtements et machines de sécurité.","Par exemple, au Royaume-Uni, leurs tâches de gestion consistent à préserver la vie et à réduire ou à éliminer le danger au moyen de divers équipements de sécurité, vêtements et machines.",6.108812456333739,20.361544504705098
910,910,Exports of waste for disposal are prohibited.,Les exportations de déchets à éliminer sont interdites.,Les exportations de déchets destinés à être éliminés sont interdites.,Les exportations de déchets destinés à être éliminés sont interdites.,35.08439695638686,35.08439695638686
911,911,Kitty.,Kitty.,"Kitty. C'est quoi, ça ?",Kitty.,13.134549472120788,0.0
912,912,Making the game for all those platforms is a wise move.,"Pareil, c'est vraiment ""la même chose en un peu plus joli"".",Faire le jeu pour toutes ces plates-formes est un geste sage.,Faire le jeu pour toutes ces plates-formes est un geste sage.,3.1364240458810366,3.1364240458810366
913,913,"Photograph from the Wikimedia Commons, used under the Creative Commons Attribution 2.0 Generic license.","Photo Wikimedia Commons, utilisée sous licences Creative Commons Attribution 2.0 Generic.","Photo de Wikimedia Commons, utilisée sous la licence Creative Commons Attribution 2.0 Generic.","Photo de Wikimedia Commons, utilisée sous licence Creative Commons Attribution 2.0 Generic.",58.282339541526554,62.98129992394241
914,914,"Easy to use, the SUPERCARBcups for thermal analysis are designed to achieve fast and reliable results by means of high precision thermocouples type K (Chromel / Alumel) or S (Pt-Pt/Rh10%) measuring the cooling curve and determining the %C of the liquid metal.","Faciles à utiliser, les capsules pour analyse thermique SUPERCARBsont conçues pour obtenir un résultat rapide et fiable grâce à l'utilisation de thermocouples de type K ( Chromel / Alumel ) ou S ( Pt-Pt/Rh10%) de haute précision pour analyser la courbe de refroidissement et déterminer le %C. du métal liquide.","Facile à utiliser, les coupelles SUPERCARB pour l'analyse thermique sont conçues pour obtenir des résultats rapides et fiables au moyen de thermocouples de haute précision de type K (Chromel / Alumel) ou S (Pt-Pt/Rh10%) mesurant la courbe de refroidissement et déterminant le %C du métal liquide.","Facile à utiliser, les coupelles SUPERCARB pour l'analyse thermique sont conçues pour obtenir des résultats rapides et fiables au moyen de thermocouples de haute précision de type K (Chromel / Alumel) ou S (Pt-Pt/Rh10%) mesurant la courbe de refroidissement et déterminant le %C du métal liquide.",49.34887171863796,49.34887171863796
915,915,"(a John Deere dealer and the only other bidder), Joyceville, Ontario; and Mr. J. Barkley of DSS (Policy Review and Implementation, Supply Operations Sector).","(un détaillant de John Deere et le seul autre soumissionnaire), Joyceville (Ontario), et M. J. Barkley, du MAS (Direction de l'examen des politiques et de la mise en oeuvre, Secteur des opérations des approvisionnements).","(un concessionnaire John Deere et le seul autre soumissionnaire), Joyceville (Ontario); et M. J. Barkley du MAS (Examen et mise en oeuvre des politiques, Secteur des opérations d'approvisionnement).","(un concessionnaire John Deere et le seul autre soumissionnaire), Joyceville (Ontario); et M. J. Barkley du MAS (Examen et mise en oeuvre des politiques, Secteur des opérations d'approvisionnement).",49.18786374130664,49.18786374130664
